GeneID	CTR02A	CTR02B	CTR02C	CTR02D	CTR02E	CTR02F	CTR19A	CTR19B	CTR19C	CTR19D	CTR19F	CTR19H	HD17A	HD17B	HD17C	HD17E	HD17F	HD18A	HD18B	HD18C	HD18D	HD18F	HD20A	HD20C	HD20D	HD20E	HD20F	HD20G
FOXB1	88	90	18	82	195	111	16	5	9	11	6	7	50	8	13	0	13	3	16	4	29	15	6	1	0	3	5	1
LOC105370838	1	0	0	1	3	2	0	1	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0
LOC105370839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105370840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA2	10088	7968	1645	2852	8414	13346	1516	3514	5841	1614	2838	2680	21379	17517	10604	2203	4406	2702	1358	1329	5570	6966	3811	1617	281	3060	1866	866
RPS10P22	8	8	8	8	7	8	2	2	3	2	20	25	14	21	14	30	20	22	28	28	25	27	2	2	0	3	18	11
ICE2	2943	3420	2768	3284	2692	2203	1059	607	795	1288	2261	2530	1556	2211	2219	2770	2307	2901	2666	2366	2737	2357	1074	869	786	1261	2917	3126
RORA-AS1	20	26	21	23	22	18	12	2	3	8	19	21	12	10	23	15	7	23	6	13	18	21	7	3	2	8	21	24
RORA	1088	1444	779	1218	946	900	262	171	181	296	927	560	379	330	252	504	399	261	512	304	401	347	128	97	85	179	347	298
LOC105370846	1	3	2	5	3	3	5	5	2	4	23	3	2	1	0	5	0	5	6	7	3	2	2	1	0	9	0	8
RORA-AS2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC105370844	2	0	0	2	2	0	1	0	0	0	8	0	4	2	0	1	0	0	2	4	0	0	0	0	0	0	0	0
LOC102724802	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105370842	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
LOC107984805	7	7	9	7	14	11	7	2	4	5	84	14	25	10	7	11	8	8	13	16	17	7	4	1	4	7	3	27
LOC105370841	28	13	18	12	19	22	14	4	4	4	18	3	5	5	1	5	8	5	3	5	5	8	1	4	1	8	7	21
LOC105370847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984782	1	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0
LOC101928850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506530	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370848	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	3	3	3	2	0	1	3	0	1	0
VPS13C	6277	7673	5057	7364	6144	4798	3635	1197	1535	4332	8331	4330	5700	3708	5086	3664	4085	6615	5072	4268	4656	6679	3324	1887	2016	3652	4733	9575
LOC101928907	26	26	24	28	24	22	2	3	2	5	15	17	6	8	12	8	8	5	7	6	9	8	2	2	3	4	1	0
C2CD4A	1	11	1	3	5	2	0	1	1	0	0	0	1	0	5	1	1	7	1	1	1	2	0	1	0	1	1	0
NPM1P47	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C2CD4B	0	2	0	1	4	2	0	0	0	0	1	2	0	0	5	0	1	1	0	0	0	0	0	1	0	1	2	0
LOC107984784	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P11	0	2	2	0	5	2	2	8	6	8	4	0	2	0	0	2	1	1	0	3	0	1	3	15	3	9	1	16
LOC105370849	0	0	0	0	2	0	0	1	4	4	2	0	0	1	0	0	4	1	0	0	3	3	11	9	4	3	0	10
LOC105370852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0
LOC105370851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724938	0	0	0	0	0	0	0	7	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LOC105370850	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P26	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	1	6	1	2	0	1	1	0	3	3
TLN2	2285	2068	1461	2052	1644	2147	445	565	640	566	1235	993	2136	2748	1222	723	1086	1028	794	930	1754	1730	669	337	150	574	925	518
MGC15885	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC105370855	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0
MIR190A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370854	7	7	10	2	6	7	6	8	5	0	10	2	14	10	5	0	0	3	7	3	6	0	4	0	3	8	4	0
LOC100287243	38	33	45	31	34	26	7	5	14	12	21	50	45	36	39	90	29	52	38	51	44	40	7	10	7	13	69	29
TPM1	7481	5725	1631	2677	3493	8194	2017	3800	5826	2341	4571	2205	9909	9298	6442	2276	3727	2398	2886	1971	6877	5673	3409	2608	805	2631	1353	2996
LOC107984798	0	2	0	3	4	2	0	3	2	1	8	0	2	0	5	1	0	0	5	3	3	3	0	1	2	0	0	11
LACTB	659	467	623	756	504	564	241	117	170	191	469	430	457	430	296	321	326	351	353	346	462	357	145	115	93	168	301	401
RPS27L	9285	6551	5100	6874	5806	6862	1606	896	1357	1701	3205	4441	5910	4469	3700	4107	3637	4171	4555	3458	6407	4616	1222	959	985	1610	3840	3983
LOC101928972	2	1	1	0	0	2	0	1	0	0	1	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0
RAB8B	9819	10167	7740	9597	8019	7985	2049	817	1218	2383	3614	7022	6120	5941	5470	7496	5341	6385	5729	5565	5602	4677	1561	1072	1622	2052	7161	6869
APH1B	1057	1069	1053	1441	1177	858	273	207	268	415	831	1018	611	614	650	920	836	813	497	550	610	704	314	165	152	365	888	666
LOC105370858	7	3	0	1	0	0	2	2	0	4	2	3	1	2	4	0	4	0	0	2	2	0	0	0	0	0	3	5
CA12	848	552	517	808	191	443	124	325	246	476	657	960	778	974	609	747	636	216	310	356	614	246	220	71	71	308	667	173
LOC102723344	3	0	1	2	0	0	1	1	2	3	6	1	0	2	7	2	0	0	1	4	3	0	0	0	1	0	1	1
USP3	5615	4634	4373	5411	4624	3744	1394	982	756	1055	2978	2349	1949	1525	1613	3593	2104	2532	3113	2707	1785	1880	817	710	951	1005	2376	3957
USP3-AS1	16	25	29	20	24	6	32	57	35	30	73	5	9	7	6	23	26	40	56	53	13	11	12	46	43	34	6	220
FBXL22	28	45	35	44	25	31	9	5	4	6	41	14	11	10	6	18	10	3	10	5	11	10	6	1	4	4	9	10
HERC1	9476	8093	8723	12070	7694	6133	2797	1144	1499	3952	6625	6493	5225	4113	4914	7740	6227	10009	5873	6915	4773	5586	3247	1635	1933	3205	7920	6840
MIR422A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPK2	37	57	35	43	42	78	15	36	51	27	86	28	71	51	51	52	39	26	75	52	42	45	56	55	76	87	74	256
LOC101928988	0	0	0	0	1	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	6
FAM96A	2761	2347	2377	2658	2065	1736	593	337	465	629	1109	1527	1192	1452	1227	1715	1409	1252	1422	1277	1564	1343	445	450	365	578	1532	1580
SNX1	7630	5111	5779	7434	6184	6023	2658	1602	1679	2248	5853	3088	3684	3650	2793	3468	2933	3306	2761	2774	3664	3217	2024	1516	1390	2621	3422	5472
SNX22	984	428	1408	2027	1153	660	814	539	151	122	2471	326	437	105	74	265	93	80	89	73	91	58	127	72	55	77	91	198
PPIB	9310	7513	5516	6343	6351	8977	1094	832	1290	1128	2306	3534	6514	5007	3432	3067	3156	3033	3371	2916	4927	4046	1330	805	485	1157	3087	1674
CSNK1G1	2286	2878	2031	2516	2408	1960	488	332	406	739	1027	1507	1422	1493	1603	2217	1852	2306	1743	1714	1793	1805	645	461	414	695	1771	1668
KIAA0101	1671	1365	1194	1238	1493	1550	288	348	423	817	1108	1727	1442	1900	1360	2805	1839	1779	2090	1767	2006	1324	374	444	414	609	2375	1867
TRIP4	1301	1610	1035	1245	1558	1210	330	242	297	442	676	787	745	916	690	1282	949	1562	979	1080	996	1287	313	247	258	357	926	933
LOC105370861	1	1	0	0	0	0	1	2	1	1	5	0	0	0	0	0	0	1	1	2	0	1	1	0	0	3	0	2
ZNF609	6216	7602	5275	7741	7293	4483	1856	741	1235	3673	3835	4050	2471	3286	3682	7525	5605	7443	4812	6434	4662	5066	2598	1713	1994	3029	7786	5716
GAPDHP61	35	21	32	14	21	27	97	39	61	133	265	372	450	432	276	558	440	299	246	287	330	272	68	40	41	73	387	161
LOC107984736	0	0	0	0	0	0	2	0	0	0	9	1	0	1	0	1	1	0	0	1	3	0	0	0	0	0	1	1
RPS26P50	63	50	40	37	42	44	21	26	25	28	39	59	135	143	144	229	182	65	94	102	128	109	24	9	17	24	54	41
LOC101930091	0	0	0	0	0	0	1	0	1	0	13	2	1	0	1	0	5	3	3	7	0	0	0	0	0	1	0	4
RPL21P15	0	2	1	0	0	1	0	0	1	0	9	0	0	0	3	2	2	0	3	2	1	0	0	1	0	2	2	1
RNU6-549P	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	6	4	0	1	1	0	0	0	0	4
OAZ2	11114	12179	11202	12334	10166	8621	1902	1239	1669	2522	3984	6908	4228	5513	4995	8928	6051	6792	5636	6097	6104	6503	1655	1502	1428	2004	7710	4598
LOC107984737	0	2	1	0	1	0	5	11	11	3	8	0	0	1	0	2	2	6	7	3	2	1	5	8	5	8	1	40
RBPMS2	37	112	40	72	97	71	17	42	50	54	29	115	30	89	51	144	108	92	195	115	283	87	58	59	31	74	196	97
MIR1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIF1	237	198	237	214	180	114	333	811	525	580	575	119	76	93	106	171	153	158	285	179	128	93	394	704	492	711	277	1443
PLEKHO2	1241	1369	1037	1038	1260	1296	238	324	307	417	452	825	742	964	829	1012	854	749	495	592	973	771	320	288	225	410	859	691
ANKDD1A	128	190	114	128	166	152	144	163	118	196	288	116	68	116	120	135	96	117	141	108	137	113	164	192	228	254	163	921
LOC107984754	10	8	4	7	14	3	73	30	47	42	163	4	7	6	1	8	7	22	28	11	17	19	43	21	18	51	6	105
SPG21	5742	6123	5062	5766	5622	5396	1072	689	911	1230	1835	3131	3065	3826	2927	3948	3388	2956	2913	2742	3825	3523	966	750	630	1187	3403	2451
MTFMT	536	520	409	480	494	423	131	101	129	150	243	224	233	234	185	239	249	306	312	293	313	299	146	104	121	125	327	526
LOC100130437	0	3	1	3	0	1	1	0	0	1	2	0	4	0	1	2	0	0	2	2	0	0	0	0	0	1	1	3
SLC51B	8	13	5	6	9	19	0	0	2	1	3	2	5	0	1	1	1	0	6	0	1	3	5	1	1	0	4	1
RASL12	36	297	29	17	61	448	6	25	3	13	68	9	107	24	55	8	14	38	46	29	73	2	39	9	18	31	24	34
KBTBD13	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370862	13	5	5	3	5	4	12	11	3	5	35	1	3	3	1	0	1	5	4	2	5	5	7	1	4	9	2	11
UBAP1L	49	84	70	61	127	50	176	271	203	168	507	18	33	22	26	66	24	39	94	70	53	42	157	221	244	308	31	827
PDCD7	2064	1642	1901	2066	1728	1432	483	271	297	518	844	1394	831	1038	1132	1711	1258	1320	1594	1223	1290	977	382	329	373	515	1517	1352
CLPX	3592	3566	3322	4122	3420	2832	949	578	728	1147	2165	2465	1836	2179	2035	2680	2240	2632	2615	2200	2548	2501	1008	783	666	1174	2683	2701
CILP	146	849	31	44	241	1002	48	89	38	46	172	11	267	39	56	13	152	312	135	65	238	17	38	13	28	27	7	48
PARP16	798	857	721	863	687	523	298	195	207	387	465	638	257	425	429	861	623	660	629	634	557	502	255	221	242	335	874	964
RNU5A-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	1	0
RNU5B-1	0	0	0	1	0	1	1	1	0	0	6	1	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	8
IGDCC3	367	1586	810	1254	1615	517	343	602	444	1118	505	1041	271	520	842	1061	1045	935	939	840	493	835	995	958	895	1047	1396	2807
IGDCC4	1545	3509	1051	2279	3916	3108	960	1280	1403	1896	1727	1308	1766	3192	2242	1181	1752	1621	1559	1514	2856	2891	3046	2652	1972	3285	2732	6671
DPP8	4318	3639	2906	4140	3841	3736	1192	595	658	1249	2744	1929	2443	2731	2053	1612	1836	2091	1546	1412	1985	2171	1183	755	728	1297	1981	3095
HACD3	20811	19108	16130	21122	19589	17158	3577	1980	2454	4274	6852	12650	14710	15083	14066	13560	11657	11970	11843	10224	13480	13574	3966	2588	2085	4223	11046	8146
VWA9	3316	2719	2585	2888	2886	2609	586	506	513	738	1320	1734	1744	1955	1572	1947	1476	1563	1574	1486	2020	1853	679	472	529	836	2073	1845
SLC24A1	384	507	296	344	534	496	128	48	92	140	312	188	350	278	250	191	180	219	188	181	328	320	124	80	59	157	187	235
LOC102723464	3	2	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
DENND4A	3065	2558	3126	4526	2076	2000	742	272	352	701	2027	1735	1390	1228	1312	1690	1236	1806	1647	1443	1266	1033	519	342	442	519	1585	1642
MIR4511	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC646358	173	152	148	158	151	118	30	13	28	35	82	102	97	111	101	108	85	88	67	54	97	101	27	17	21	46	71	68
LOC105370866	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0
HNRNPA1P44	0	0	3	5	0	5	7	8	9	4	57	67	46	55	48	115	68	65	110	76	55	56	7	6	4	10	93	65
TRQ-CTG1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11A	15029	16365	13813	15282	14465	12277	2900	1340	1895	3243	5303	9580	7823	9457	8725	12879	9790	11743	10215	9311	10614	10310	2589	2106	1587	3039	10593	6495
MEGF11	3079	3457	2036	3632	5869	5103	582	249	481	344	1133	835	2877	970	1391	297	1201	830	269	307	1650	1728	716	383	209	491	755	704
LOC105370867	9	8	5	4	17	27	1	3	3	0	1	2	6	0	2	1	1	1	1	2	4	6	1	0	1	3	4	4
MIR4311	1	1	0	0	1	2	0	0	0	0	0	0	2	1	0	0	5	0	0	0	2	0	0	0	0	0	0	0
LOC105370868	0	1	0	1	0	0	4	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
DIS3L	2207	1977	1659	2145	2143	1933	584	364	385	716	1367	1200	1042	1229	994	1182	1032	1336	1010	1055	1591	1378	577	438	351	692	1211	1285
TIPIN	468	673	411	545	602	499	143	125	143	255	336	426	350	517	529	626	565	577	605	436	527	477	220	165	169	234	676	697
SCARNA14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RPL9P25	59	71	73	54	49	42	28	14	16	22	89	161	105	130	112	186	123	143	167	140	132	135	19	25	20	21	175	134
MAP2K1	3779	4766	3375	4430	4086	4241	696	480	618	803	1531	2110	2229	2052	1914	2290	1971	1886	1499	1474	2067	2021	790	607	350	797	2137	1206
RPL35AP32	0	1	1	0	1	2	1	0	1	0	7	0	2	0	5	1	2	0	3	0	1	3	1	1	0	1	2	10
SNAPC5	586	518	441	524	433	482	92	43	88	91	198	237	225	226	190	173	193	180	152	163	218	205	74	42	52	66	203	166
MIR4512	5	5	1	5	1	2	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	2	0	1	2	1	1
RPL4	67747	65423	65243	65903	52815	49865	11898	6498	8650	11476	19914	45147	32951	35813	33978	53196	39825	29545	43663	35659	39519	35877	9554	7953	7559	10369	47929	26064
SNORD18C	9	10	14	12	6	6	5	17	9	16	26	2	4	6	5	6	4	8	4	5	11	7	5	6	14	14	3	65
SNORD18B	1	7	6	5	3	1	0	6	4	3	7	0	4	2	5	2	4	7	7	5	2	5	8	2	4	3	2	4
SNORD16	3	14	11	7	2	2	2	5	2	6	7	3	5	1	10	11	2	9	4	8	5	6	3	9	7	6	6	26
SNORD18A	4	5	3	1	0	0	1	0	1	6	1	0	5	1	3	9	2	2	1	3	2	4	3	2	1	3	3	1
ZWILCH	2436	2120	1726	1918	2040	2113	487	438	476	894	1158	1540	1661	2065	1580	2656	2022	2329	1749	1647	1895	1865	628	459	491	764	2001	1798
LCTL	110	76	12	26	84	247	36	48	67	43	55	21	194	266	105	13	55	25	17	22	93	155	66	59	26	57	18	60
LINC01169	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD6	70	93	24	38	91	251	20	19	30	17	23	17	46	41	36	24	15	21	48	23	71	29	30	14	3	14	20	7
LOC105370869	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1
LOC105376718	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	2	0	1	1	0	2	0	0
LOC102723481	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723493	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMAD3	1754	2401	1259	2411	2037	2063	664	481	492	739	1660	1618	1297	1170	1102	781	1140	836	1035	860	1624	1382	660	452	244	687	1372	970
AAGAB	3873	3697	2395	3058	3903	3532	727	453	616	769	1407	1708	2301	2860	1835	1791	2278	1556	1519	1471	2711	2421	616	497	363	794	1918	1260
RPS24P16	1	0	2	0	2	0	2	1	6	6	5	10	9	9	8	20	13	11	18	17	13	14	2	0	3	3	11	10
IQCH	179	252	66	177	244	218	44	12	24	19	109	48	108	165	73	44	57	61	73	56	159	149	20	16	10	35	43	43
IQCH-AS1	214	207	122	216	218	202	53	45	38	35	150	77	69	80	45	57	52	73	55	41	89	87	35	22	34	77	67	152
C15orf61	168	156	121	141	127	118	31	20	15	40	70	87	47	78	42	90	59	71	111	64	61	57	17	13	22	37	78	93
MAP2K5	1986	2549	1803	2343	3686	1970	402	216	312	513	810	1186	770	1317	800	1363	1249	1139	1100	1086	1306	1239	402	350	322	529	1437	1215
HNRNPA1P5	0	1	3	2	0	1	2	0	4	1	7	1	2	0	0	1	1	3	5	0	0	1	2	0	3	2	1	8
LOC107984718	1	3	0	0	1	1	0	1	0	1	5	5	4	0	3	0	6	5	2	2	5	1	0	2	0	2	2	0
SKOR1	53	123	66	91	234	44	30	18	25	35	56	15	15	12	16	15	20	31	20	21	20	17	28	29	29	32	43	82
LOC105370870	0	1	0	0	0	0	0	2	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	3
LOC101929076	0	0	0	1	3	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-1	4	3	4	5	2	4	7	5	2	8	23	29	18	31	12	32	25	13	11	21	24	23	12	4	3	17	20	20
PIAS1	5753	4776	4490	5287	4434	3469	1034	389	506	1232	1992	2936	2235	2252	2240	4329	2841	3468	2915	2764	2464	2650	978	603	593	1026	2930	2573
LOC105370871	5	22	8	8	17	6	8	5	7	13	13	5	5	5	7	11	11	10	11	15	12	8	13	15	6	8	9	31
CALML4	188	233	158	175	174	191	120	145	107	139	284	117	86	82	95	114	71	128	184	77	125	88	128	196	128	234	135	583
CLN6	925	1162	454	464	872	1170	143	184	207	236	298	242	636	472	337	313	288	328	280	348	658	368	205	169	131	248	442	436
FEM1B	13791	12037	13192	15335	12189	9575	2384	987	1348	2470	5083	7770	6297	6320	6644	11481	6734	9296	6958	7569	6901	8064	2153	1374	1182	2225	7515	5009
ITGA11	4049	2773	287	1016	2049	9945	299	450	2337	606	1848	128	5823	923	1199	197	1166	2153	386	484	3160	102	1465	343	19	441	82	17
LOC105370873	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO2B	8459	13920	6920	9311	13167	10020	1963	2170	2303	4626	3167	5056	4634	7242	6060	10096	7911	8523	4987	6630	7607	9410	4231	3806	3172	4731	11232	9853
ANP32A	18224	16247	15269	17282	14916	11563	3322	1939	2420	4409	5802	10953	7667	9346	9150	16317	12085	11988	12913	10901	10588	9198	3110	2686	2234	3630	13261	8093
MIR4312	0	3	0	1	1	2	3	0	3	1	9	2	3	2	2	2	1	0	0	0	1	2	3	2	1	0	0	2
ANP32A-IT1	16	22	8	11	21	6	22	8	21	20	137	6	31	9	17	18	24	36	49	22	23	41	29	29	14	25	16	46
LOC390600	4	4	1	0	1	1	7	2	1	5	17	3	1	3	2	3	2	1	3	3	2	1	2	1	7	8	2	15
NOX5	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0
SPESP1	1	4	1	3	0	4	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LOC100422194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EWSAT1	17	16	9	17	60	14	6	0	0	0	16	3	4	1	2	4	0	4	5	5	2	2	0	0	0	2	4	0
GLCE	2335	3341	1807	2318	3626	2173	533	361	473	523	1162	1474	1560	1061	1391	1752	960	1465	1778	1813	1255	1321	472	238	298	536	1214	1236
LOC102723548	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAQR5	10	19	9	14	5	9	5	4	23	10	13	3	26	10	8	1	3	5	2	6	9	4	11	3	2	5	4	0
LOC145694	21	26	5	9	26	30	9	3	4	5	14	6	6	7	12	2	11	10	2	7	13	9	5	5	0	3	5	1
KIF23	3451	1880	2225	2714	2102	2000	669	983	945	1824	1659	2178	1892	2558	2113	3226	2339	3006	3637	2495	2672	1807	1065	1115	964	1625	3088	3687
RPLP1	26070	20515	21365	21164	19858	19297	4441	2879	4408	5206	5258	12624	9903	12929	7974	12420	9011	6040	7672	8541	12351	9993	3572	3157	2391	2661	13591	4378
LOC105370876	3	4	3	1	1	2	0	0	1	3	1	1	0	1	2	1	0	1	4	2	1	1	1	1	0	0	0	0
DRAIC	14	23	32	31	24	11	9	7	1	9	19	14	2	16	6	9	4	9	6	11	3	8	8	2	4	9	9	20
PCAT29	1	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC107984788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMIN8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC00593	0	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
LOC101929129	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLE3	7707	5148	6698	8723	4989	3215	1457	733	698	1619	3340	2620	1704	2129	1903	3922	2463	2828	2889	2980	2314	2382	1135	898	1262	1378	4359	3523
MIR629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105370877	8	5	21	14	9	12	2	4	2	8	100	15	22	26	18	23	32	38	43	28	18	18	3	7	2	7	14	20
LOC107984734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370880	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984781	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929151	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	1	1	1	0	0	0	0	0	0	5
SALRNA3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALRNA2	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC107984791	0	2	0	0	2	0	0	1	1	1	3	0	2	0	1	0	1	1	3	2	0	0	1	0	0	1	0	3
UACA	668	983	395	770	933	852	435	558	685	718	1046	672	828	934	638	546	628	858	1085	757	1235	642	576	603	491	678	622	1946
RPL29P30	0	0	2	2	0	1	0	2	3	0	4	6	7	3	7	6	3	1	5	4	6	4	0	1	0	0	8	2
LARP6	1270	914	1207	1616	992	1173	285	173	237	315	670	805	627	521	489	673	490	662	676	615	1000	592	272	224	156	294	713	520
LRRC49	2996	2696	2473	2951	2330	1658	646	377	340	682	1269	1828	1140	1530	1434	3437	2088	2540	2770	2585	1876	2101	525	376	469	629	2163	2319
KRT8P9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP10	606	399	516	633	434	454	113	82	84	134	265	352	267	353	283	451	352	392	324	362	383	360	99	69	50	116	385	232
RPL5P3	108	146	167	177	114	77	20	9	8	23	62	136	76	101	80	126	109	101	123	106	108	100	11	8	11	12	103	72
LOC107984717	4	4	1	0	3	5	5	19	22	10	21	0	0	2	0	3	1	11	3	6	8	14	11	6	7	4	1	34
LOC105370886	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CT62	0	2	1	0	2	3	0	2	1	0	0	3	1	0	0	2	0	5	0	1	2	0	1	0	0	0	0	4
THSD4	766	1318	698	314	4060	6364	338	208	756	1033	228	2321	1012	2268	5214	183	773	356	429	610	2082	774	772	555	37	251	1044	113
HMGB1P6	13668	12897	11844	13807	13017	10129	3138	2115	2654	4985	6452	12056	7035	12494	10633	18369	13312	15589	17887	13724	14836	12130	3128	2693	2662	4386	17020	11668
THSD4-AS1	0	0	0	0	0	0	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
LOC105370884	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	0	4	0	1	0	0	1	0	0	0	3
